species,age_group,temperature,ph,oxygen,stocking_density,water_source,recent_deaths,death_rate,loss_of_appetite,lethargy,erratic_swimming,isolation,surface_swimming,gasping_for_air,skin_lesions,ulcers,fin_rot,scale_loss,body_swelling,discoloration,eye_cloudiness,excess_mucus,gill_discoloration,rapid_gill_movement,white_spots,fungal_growth,bloody_patches,disease
catfish,juvenile,30.188771509881633,4.693170396846652,2.2325244926851524,24,pond,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,poor_water_quality
tilapia,juvenile,28.067288649295804,6.6109722231162245,4.367299980393861,32,pond,1,16,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,parasite_infection
trout,fingerling,28.345340438117855,8.32006889687955,6.772467708908717,5,pond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,healthy
nile_perch,adult,31.290918078237404,7.3019488096395735,6.8353985508470085,18,cage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,healthy
catfish,juvenile,27.861670910615395,7.546960997780088,6.3875630575725655,24,cage,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,22.998194098971855,7.544749649449621,2.3069067332391184,7,pond,1,12,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,low_oxygen_stress
tilapia,adult,30.554066596235565,8.230306550684286,7.146767990069061,25,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,healthy
trout,fingerling,25.0324558068272,6.141074032808839,2.1667671105777666,28,pond,1,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,bacterial_infection
trout,juvenile,30.461796637554244,7.059085281658212,2.44438398219324,48,tank,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
trout,fingerling,28.8986834279067,7.58890247008028,7.057991311011893,31,tank,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,healthy
tilapia,juvenile,24.229682687327106,8.3347838724342,5.333065879144078,39,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,fingerling,32.18780856940607,8.816437812973158,6.719003730970858,10,tank,0,14,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,parasite_infection
trout,adult,32.235148204057595,8.053038191678336,6.979196293284819,48,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,26.624866572227763,8.821221091211777,3.3845227124848147,31,pond,0,19,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,fungal_infection
nile_perch,fingerling,32.85921781634221,9.600214788781997,2.1448997545238777,33,pond,0,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,poor_water_quality
trout,fingerling,28.558640962660938,8.077359165581754,7.883141806330299,33,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,26.31550975055392,9.226341678087625,2.1904222618713156,43,cage,0,16,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
nile_perch,adult,26.059317714438404,7.693007657703253,7.587673446385002,36,tank,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,23.13930817362013,6.703083760471532,3.8707959228043434,42,tank,0,16,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,low_oxygen_stress
tilapia,adult,25.648716433081965,7.038434003262584,3.0636719647395125,27,cage,1,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,fingerling,33.829491566891946,7.271406368736944,6.692047757003335,41,pond,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,healthy
nile_perch,adult,27.29867770475074,6.731633119259172,6.88470176722455,22,tank,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,healthy
tilapia,adult,28.562901283407705,7.769961464677476,6.0281740247126825,46,pond,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,healthy
trout,juvenile,28.82371487031805,7.485423402157107,1.726071395773186,45,cage,0,14,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,low_oxygen_stress
trout,adult,26.636041060169912,7.013106299362613,3.4071833091872916,47,pond,0,18,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,low_oxygen_stress
catfish,adult,28.370332451709775,9.804554155053918,3.8037026864312153,26,cage,0,17,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,poor_water_quality
tilapia,fingerling,29.726064663073263,9.129154547645417,2.0572954319379466,34,pond,1,15,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,bacterial_infection
nile_perch,juvenile,34.16965418229859,9.66502255018808,4.2088106032071835,32,pond,1,14,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,poor_water_quality
trout,fingerling,25.52974239507124,8.489864375750283,2.2762406047177226,39,tank,1,9,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,parasite_infection
tilapia,juvenile,30.311815589355966,7.886821730248281,7.2015175486633565,19,cage,1,14,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,bacterial_infection
nile_perch,adult,26.750543164541348,8.38087889295493,2.899841540358148,18,cage,1,12,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,low_oxygen_stress
tilapia,fingerling,21.838955240657665,5.642612602119961,3.3700302499765247,27,cage,0,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,poor_water_quality
nile_perch,adult,29.853985548547637,7.916950615378811,7.373107895215861,11,tank,1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
trout,fingerling,22.687599453517894,6.788654604367471,5.321978886329078,12,cage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,juvenile,29.29341178606739,9.4652576564001,2.7413974500468377,38,tank,1,19,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,bacterial_infection
tilapia,juvenile,27.41985142026266,7.683186686564998,2.466193235342004,10,tank,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,parasite_infection
nile_perch,fingerling,29.9235992634564,7.197879541355144,2.1661854687173956,35,tank,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,fingerling,28.206602092834583,6.71319654687527,6.5640135397070765,40,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,22.47263931789609,6.19429586635667,6.162741705375879,45,pond,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,parasite_infection
catfish,fingerling,28.09304967127416,5.628316808241088,2.4597991946538476,19,pond,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,adult,24.916235874548512,8.051438624221356,4.449193058406814,36,pond,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,fungal_infection
catfish,juvenile,30.22304325693546,7.1207925615998455,6.270974321766488,26,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,fingerling,25.924290950939977,6.685384623864174,3.1652612010666656,36,tank,0,17,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,adult,25.130734397973942,5.948665637457211,2.289883662736091,19,cage,1,14,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,low_oxygen_stress
tilapia,adult,25.14709419602069,6.346097086229999,1.6675931576677336,16,pond,0,18,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
nile_perch,adult,29.871365701280112,5.800879615487243,5.374391707720971,40,tank,1,18,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,bacterial_infection
catfish,adult,29.641325871302577,7.047882386254338,5.928792990372301,15,tank,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,healthy
tilapia,adult,29.4708684950624,8.306589250184384,7.71854338734698,31,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,healthy
trout,fingerling,26.079412627859316,5.276979976868003,3.471740697876175,11,tank,1,7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,poor_water_quality
nile_perch,fingerling,29.509835298661528,7.183452070061123,7.1617499022844795,12,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,23.670091062604122,6.575585092562475,4.2558603823986,14,tank,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
trout,fingerling,32.67383871643822,9.42064704484074,3.2330065224920164,26,pond,1,13,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,poor_water_quality
nile_perch,fingerling,25.624434923617446,7.663942633364918,5.848486150015866,48,pond,1,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,fungal_infection
catfish,juvenile,30.420974182216344,7.078782117880566,6.678574759289649,44,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,21.436405652874924,9.745488456401604,2.2976374004045717,40,pond,0,19,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,poor_water_quality
trout,fingerling,32.13705993187476,7.136584179795104,1.8302293283457813,27,pond,1,9,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,low_oxygen_stress
nile_perch,juvenile,26.22727764910237,6.809102452017093,4.095498610797112,14,tank,1,19,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,fungal_infection
catfish,adult,34.290156954138645,8.46164723553091,7.440681751313122,37,cage,0,14,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,parasite_infection
trout,juvenile,23.856502104830675,6.172432873591092,4.841108718870055,33,tank,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,bacterial_infection
nile_perch,juvenile,28.02061756720067,5.685201184562015,2.536972186693869,11,cage,1,12,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,bacterial_infection
nile_perch,adult,33.032334602682795,7.60319300545958,6.649693432252656,19,pond,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
nile_perch,fingerling,26.657969236091795,8.396245157450203,3.9734416933538346,37,cage,1,18,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,low_oxygen_stress
nile_perch,fingerling,31.97486683600275,9.080368243592504,3.9675895352961557,48,cage,1,11,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,bacterial_infection
trout,fingerling,29.84017404749391,8.318571619272744,7.633513848010998,43,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,healthy
tilapia,juvenile,27.927621903018018,6.54197394223109,7.739059086746626,9,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,juvenile,27.41839966022841,6.913068746865692,5.081526506085547,19,tank,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,juvenile,27.216146574068542,6.836535215238597,6.4005147243790645,8,pond,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,healthy
nile_perch,fingerling,26.39415046581173,7.077577946085222,7.552808252015076,21,tank,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,parasite_infection
nile_perch,adult,32.132462686653085,6.179039318561786,2.545612163576916,18,pond,0,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,parasite_infection
catfish,juvenile,24.861879839329315,9.174785473310415,2.6323714479826,14,cage,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,fungal_infection
trout,juvenile,26.705722322109484,9.042883536549333,4.012391657030678,43,cage,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,poor_water_quality
nile_perch,fingerling,28.66550969054679,7.624937601346875,3.335428953387085,19,tank,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
trout,juvenile,24.699684727970997,7.449883658719159,7.510605602366908,37,tank,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,adult,31.507080921527887,5.720098664470582,3.022413823930553,43,pond,1,19,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,bacterial_infection
catfish,juvenile,25.960513830409663,9.089965358359283,2.8830523393991214,17,cage,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
trout,juvenile,26.873651513117597,8.892964862296477,7.952269098953192,41,tank,1,19,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,bacterial_infection
trout,adult,24.424015136360534,8.311479107384617,5.019999227856033,49,pond,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,fingerling,26.230641720288915,7.960052877164298,5.684649424905541,44,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,healthy
nile_perch,fingerling,28.329461411165166,8.214646185152112,4.925224333380561,17,pond,1,13,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,bacterial_infection
tilapia,adult,28.114618681550198,6.516823320216165,4.403225119288354,32,tank,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,fungal_infection
nile_perch,fingerling,34.91612971735286,8.583974744313013,2.7276885953043895,11,tank,1,10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,parasite_infection
nile_perch,juvenile,29.405373224975808,6.642000405404957,6.554710180305102,7,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,healthy
nile_perch,fingerling,29.12885192387881,8.623520060601743,3.962849492069113,47,cage,0,17,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
tilapia,juvenile,25.034017326296865,6.168169621086523,3.891843791856851,27,cage,0,11,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,parasite_infection
catfish,adult,26.6517129717773,7.7386776796901176,6.735001289887109,8,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,healthy
catfish,fingerling,32.5075780048539,8.539777237443955,4.831270496150241,8,pond,1,19,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,parasite_infection
catfish,juvenile,24.579398122656514,8.267374489549525,7.859703896531958,21,cage,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,25.363668041219235,6.193427402790192,2.737680157487042,37,cage,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
trout,adult,24.162062407798405,7.431167932485231,3.4498808125330016,45,cage,0,19,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,parasite_infection
nile_perch,adult,29.99976659642158,5.581519051389105,3.891738962730032,37,pond,0,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,low_oxygen_stress
tilapia,fingerling,24.38860617788029,6.009250842840586,5.119667432854201,14,cage,1,14,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,bacterial_infection
tilapia,fingerling,29.300881719858427,7.285350924362191,5.556176837227955,17,cage,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,healthy
nile_perch,fingerling,27.44503824466751,8.286457742626398,6.660663768924655,34,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,healthy
tilapia,adult,26.284473296939577,8.288586976720955,7.247365634765279,25,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,adult,30.47964322142301,7.808003417388126,6.553872326937862,7,cage,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,healthy
catfish,adult,26.788562493442026,9.09804713142284,5.647878678888283,25,cage,1,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,bacterial_infection
tilapia,fingerling,25.94173792440454,8.143439390416008,5.853539672086409,24,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,24.74552463676243,9.425993600604265,6.520820860588245,48,cage,1,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,bacterial_infection
trout,juvenile,26.96269145017214,6.060859434713946,1.8659841045184173,25,tank,0,6,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,adult,26.413677501511053,7.164545374044946,5.616076050139361,25,tank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,juvenile,26.027826270410387,8.742776468777148,1.5044237893864596,12,pond,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,low_oxygen_stress
trout,juvenile,24.91966125771469,7.206311951175277,6.473072624485207,6,pond,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,adult,27.33068813177236,6.895473428053892,7.992239314521964,44,tank,1,12,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,bacterial_infection
catfish,fingerling,27.865568890822335,5.648931213838963,6.213994762649904,40,pond,1,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,poor_water_quality
tilapia,fingerling,32.35020143171218,7.0265003356512405,7.632790396589568,46,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,fingerling,27.85351770557436,7.592204545585236,5.9754267165461465,18,cage,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,27.01364706542487,6.867256056450044,5.4678276670846,22,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,healthy
catfish,fingerling,29.783734674367633,5.584506128530562,2.8008346138344424,8,pond,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,parasite_infection
trout,juvenile,21.524050817267828,5.269553813110465,3.772865287687482,33,pond,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,poor_water_quality
tilapia,juvenile,26.97108810995664,4.563409222301132,6.859200501288284,35,tank,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,poor_water_quality
nile_perch,fingerling,27.212629158366113,7.451687618071935,7.830052802151736,47,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,healthy
catfish,juvenile,27.793414453818826,9.305528891249812,7.4442366177968875,38,pond,0,6,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,parasite_infection
nile_perch,adult,29.718063340579192,6.7262373965374,4.536325115431851,10,cage,1,10,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,bacterial_infection
nile_perch,juvenile,25.51196056873249,7.435438746643737,7.947617988144101,8,tank,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,adult,27.662303842146446,4.8326735686198194,2.8304416474900678,37,pond,1,14,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,poor_water_quality
tilapia,juvenile,30.382314926288526,7.35729118687279,5.9865073880414315,14,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,juvenile,23.825566780663408,7.303398950661473,6.827012505506418,35,tank,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,adult,24.9647561560903,7.406345023553845,7.683762201007779,28,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,juvenile,28.684677318732458,8.075606737719013,7.713204859159992,45,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,33.75361318497863,7.8484480746191325,3.3852565982610847,23,tank,1,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,low_oxygen_stress
nile_perch,adult,28.32243595585419,7.8983933011238765,5.844160150378573,30,tank,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,healthy
nile_perch,adult,27.826826162886718,7.371648270736402,3.049105845549484,29,pond,1,14,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
nile_perch,juvenile,32.63958028449051,6.55122591631595,5.478509232904775,47,tank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,25.146813584170424,7.19565942030782,6.982020297300709,31,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,adult,27.812078822570392,5.793231191621243,1.8587404523649744,32,pond,1,6,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,low_oxygen_stress
trout,fingerling,29.587658349493438,7.9144171693591545,6.075842455486063,7,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,28.318649199758507,6.513970356114783,5.785347000406811,28,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,adult,28.862031991149294,8.436075744829044,3.933244121371831,44,tank,0,13,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,adult,29.158880386685887,6.96192531588042,3.851777674633758,24,cage,0,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
catfish,juvenile,24.33399216931278,9.079079060324775,4.9819081705193815,22,pond,0,12,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,poor_water_quality
nile_perch,juvenile,24.609419982917206,5.894956973276674,2.093720669098288,14,pond,0,16,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,low_oxygen_stress
tilapia,juvenile,29.659761647055237,7.569589072716683,2.925384161086501,11,cage,1,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,low_oxygen_stress
nile_perch,juvenile,28.35634092597737,7.902779316604283,7.825004366207812,37,tank,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,fingerling,28.471347147608768,8.226161835573134,5.255149912383672,45,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,28.864853541563928,7.254886397012514,7.628723628683365,19,cage,1,4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,parasite_infection
tilapia,fingerling,26.943449872102693,9.185212578062428,5.461649251073842,42,tank,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,poor_water_quality
trout,adult,30.736931351664904,8.35911354537581,3.42936046706274,24,tank,0,13,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
nile_perch,fingerling,28.227556703490727,7.479571382731888,7.392235170392636,19,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,juvenile,22.79009495232514,7.657044889442782,5.19060419705195,13,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,fingerling,29.002137187416967,5.777448663015663,5.846869441856926,48,tank,1,15,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,bacterial_infection
trout,juvenile,31.87414294580056,7.079203501921313,6.74055016034851,6,pond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,adult,28.362043736265896,8.625316289976066,3.497173028162204,22,tank,1,19,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,bacterial_infection
trout,fingerling,25.87997265194624,8.492259607489466,4.620644345671888,9,pond,0,12,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,parasite_infection
tilapia,adult,25.03592444926842,7.057546058697513,6.236392332300284,7,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,fingerling,26.33028653801328,7.263748221371271,5.093478182977007,17,tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
nile_perch,juvenile,21.100387686180305,8.362977493214787,5.869589016468489,25,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,healthy
nile_perch,adult,25.487519808084755,9.48103895484352,3.413668815006032,45,tank,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,parasite_infection
tilapia,adult,29.0463725703056,7.5242334064655605,6.278875155319074,16,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
catfish,fingerling,31.647500934397424,6.5636200038596035,6.856332651927381,42,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,healthy
tilapia,juvenile,29.19159547579456,7.533992841367768,7.537635660436922,36,cage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,fingerling,26.112683260873066,6.349293953710472,4.696241402901815,25,cage,0,8,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,fungal_infection
trout,fingerling,29.129105063413462,6.609233191805102,7.960030106549678,39,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,adult,27.014860667424706,7.046854952480505,4.862756746732105,48,cage,1,11,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,bacterial_infection
tilapia,adult,26.558995380952094,6.937882560007216,5.9060223277688095,21,tank,1,5,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,fungal_infection
tilapia,juvenile,28.07150501115836,6.873023015283583,6.67609286165796,33,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
trout,adult,30.081900431045792,6.523019627814021,6.3652105569527455,10,cage,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,healthy
catfish,adult,31.51575639346592,6.612065143831289,7.5123096128131195,17,cage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,healthy
tilapia,juvenile,20.38461902372268,6.813248590251197,7.4834920152122635,18,pond,1,11,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,fungal_infection
trout,juvenile,24.953308071335222,7.700668338623528,5.249907647795923,12,pond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,healthy
